"displacement:0"	"displacement:1"	"displacement:2"	"Points:0"	"Points:1"	"Points:2"
0.00018967467	-0.00017055461	6.66558e-05	-188159.69	116010.86	-49.078075
-0.00037355884	0.00021551985	0.00014425177	85371.57	-48372.203	-3588.574
-0.00037261352	0.00021482817	0.00014385826	85582.617	-48499.031	-3590.5811
-0.00038397017	0.00022345326	0.0001486623	82998.445	-46946.035	-3586.4521
-0.00037467712	0.00021637797	0.00014473831	85116.914	-48219.164	-3588.3296
-0.00039484519	0.00023282465	0.00015329766	80404.914	-45387.41	-3573.0374
2.9661248e-05	-0.00011677031	6.1713167e-05	-284808.72	174093.67	23.73947
-0.0003923585	0.00023056618	0.00015221102	81032.188	-45764.379	-3596.3943
-0.00039374396	0.00023174809	0.00015280315	80701.789	-45565.82	-3596.5229
0.0018650765	-0.0017477913	-5.4793696e-05	-77250.766	49358.336	727.09796
-0.00035039821	0.00019932235	0.0001348808	90502.32	-51455.609	-3610.8469
-0.00012960471	8.579894e-05	5.6570149e-05	164744.19	-96072.469	-3484.9543
